,Cargo Name,Cargo ID,Cargo Weight,Transport Distance,Hour,Minutes,Ferry?,Ferry Length,Ferry Cost,Origin City,Origin City ID,Origin Country,Origin Company,Origin Company ID,Destination City,Destination City ID,Destination Country,Destiantion Company,Destination Company ID,Transport Type,Trailer Type,High Value Cargo,Heavy Cargo,Fragile Cargo,ADR Cargo,ADR Class & Type,Special Transport,Price Per KM,Price
145,Potatoes,86,22,1083,17,15,Yes,60,300,Dover,23,England,Euro Acers,,Prague,,Czech Republic,Tradeaux,,Normal,Curtainsiders,No,No,No,No,Nil,No,30.25,33749
301,Frozen Octopi,155,14,590,9,44,Yes,60,300,Dover,23,England,Euro Goodies,,Strasbourg,,France,Kaarfor,,Urgent,Refrigerated,No,No,No,No,Nil,No,34.63,21417
503,Yacht,196,6,239,3,58,Yes,60,300,Dover,23,England,LKW,,Paris,,France,Lisette Logistics,,Normal,Low bed,Yes,No,Yes,No,Nil,No,52.37,13416
604,Tires,209,16,315,4,14,No,0,0,Dover,23,England,LKW,,Birmingham,,England,BCP,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.5,9892
619,Grass Rolls,211,15,247,4,24,Yes,60,300,Dover,23,England,LKW,,Paris,,France,IKA,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,30.68,9306
700,Barley,220,16,287,5,56,Yes,49,384,Dover,23,England,Euro Acers,,Reims,,France,Euro Goodies,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,16.76,5794
490,Oranges,67,20,470,7,29,No,0,0,Duisburg,25,Germany,LKW,,kiel,,Germany,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,28.32,13912
611,Maple Syrup,80,17,332,5,5,No,0,0,Duisburg,25,Germany,LKW,,Mannheim,,Germany,Transinet,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.3,9662
132,Acid,94,19,696,10,32,Yes,60,300,Duisburg,25,Germany,NBFC,,London,,England,Sand Builders,,Normal,Tank,No,No,No,Yes,Class 8- Corrosive substances,No,48.36,34562
455,Beverages,148,23,467,7,27,No,0,0,Duisburg,25,Germany,LKW,,kiel,,Germany,Posped,,Normal,Tank,No,No,Yes,No,Nil,No,31.54,15237
325,Acetylene,161,4,1039,15,12,No,0,0,Duisburg,25,Germany,NBFC,,klagenfurt,,Austria,Trameri,,Normal,Tank,No,No,Yes,Yes,Class 2- Gases,No,19.1,20446
341,Explosives,166,17,272,4,26,No,0,0,Duisburg,25,Germany,NBFC,,Hanover,,Germany,Stein Brunch,,Very Urgent,Articulated Trailer,No,No,Yes,Yes,Class 1- Explosives,No,70.51,19779
416,Lead,179,9,835,12,19,No,0,0,Duisburg,25,Germany,NBFC,,Innsbruck,,Austria,RTLOG,,Urgent,Tank,No,No,No,Yes,Class 8- Corrosive substances,No,19.38,16782
474,Square Tubing,189,12,812,11,59,Yes,60,300,Duisburg,25,Germany,LKW,,Felixstowe,,England,Tradeaux,,Urgent,Flatbeds,No,No,No,No,Nil,No,17.13,14811
583,Ore,203,22,697,10,17,No,0,0,Duisburg,25,Germany,LKW,,Prague,,Czech Republic,Tradeaux,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,14.78,10901
543,Maple Syrup,80,17,401,6,31,No,0,0,Leipzig,47,Poland,Euro Goodies,,Travemunde,,Germany,Polar Lines,,Normal,Curtainsiders,No,No,No,No,Nil,No,28.18,11901
417,Sawdust Pannels,91,21,530,8,37,No,0,0,Leipzig,47,Germany,Treeet,,Katowice,,Poland,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,30.41,16716
165,Frozen Hake,110,17,1034,14,57,No,0,0,Leipzig,47,Germany,Euro Goodies,,Pecs,,Hungary,Tradeaux,,Normal,Refrigerated,No,No,No,No,Nil,No,30.51,32143
308,Wooden Beams,115,22,693,10,24,No,0,0,Leipzig,47,Germany,Treeet,,Garz,,Austria,Euro Acers,,Normal,Flatbeds,No,No,No,No,Nil,No,29.85,21285
370,Lumber,118,17,822,12,1,No,0,0,Leipzig,47,Germany,Treeet,,Verona,,Italy,Euro Acers,,Normal,Flatbeds,No,No,No,No,Nil,No,22.21,18854
711,Wood Bark,214,6,545,8,5,No,0,0,Leipzig,47,Germany,Treeet,,Linz,,Austria,RTLOG,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,8.19,5064
359,Potatoes,86,21,655,11,53,No,0,0,Travemunde,89,Germany,Polar Lines,,Gdansk,,Poland,LKW,,Normal,Container Chassis,No,No,No,No,Nil,No,28.47,19248
